activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,action_taken
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071001104,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,5,2,2,1,1,2,2,2,415000,96.5,4,NA,3,NA,11340.78,NA,NA,1793.91,360,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,137,50%-60%,9,8,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,<25,45-54,No,No,2,1,1,,,,,10,,,,5668,72.94,69700,100,927,1366,53,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037189701,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,1,1,1,2,2,2,1195000,70,6.375,NA,3,NA,19145,17850,NA,2975,360,NA,NA,2,2,2,2,1705000,1,1,3,5,1,NA,638,<20%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,2,1,6,,,,,10,,,,3830,29.61,73100,195,1008,1126,44,1
2019,549300O6Z0I6KYMESL47,40140,CA,6065,6065045000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,32,1,2,2,2,485000,66.81,4.375,NA,3,NA,10682,NA,NA,2518.62,360,NA,NA,2,2,2,2,725000,1,1,3,5,1,NA,147,30%-<36%,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,3343,54.08,69700,57,707,1387,45,1
2019,549300O6Z0I6KYMESL47,40900,CA,6067,6067009900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,0,2,1,32,1,2,2,2,445000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,111,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,3942,55.83,84000,83,730,1558,47,4
2019,549300O6Z0I6KYMESL47,41940,CA,6085,6085503506,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,5,2,1,1,1,2,2,2,455000,60,4.5,NA,3,NA,11765.72,NA,1650.72,NA,360,NA,NA,2,2,2,2,765000,1,3,3,5,1,NA,173,20%-<30%,1,9,2,,,,,2,,,,,2,2,6,,,,,6,,,,,2,2,2,3,2,2,55-64,55-64,No,Yes,2,1,1,,,,,10,,,,6180,96.67,129900,50,750,988,45,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037310201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,2,1,1,1,2,2,2,375000,80,6.25,NA,3,NA,7805,6510,NA,4650,360,NA,84,2,2,2,2,465000,1,3,3,5,1,NA,306,47,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,1,6,,,,,10,,,,5797,37.04,73100,112,934,1164,52,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037108101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,1,32,1,2,2,2,595000,71.69,5.625,NA,3,NA,13195,11900,NA,NA,360,NA,84,2,2,2,2,835000,1,1,3,5,1,NA,195,46,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,2,1,6,,,,,10,,,,2393,39.16,73100,199,688,805,42,1
2019,549300O6Z0I6KYMESL47,31460,CA,6039,6039000506,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,6,2,1,32,1,2,2,2,125000,70,6.375,NA,3,NA,4208.75,2913.75,NA,323.75,360,NA,NA,2,2,2,2,185000,1,3,3,5,1,NA,61,20%-<30%,2,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,6531,76.76,59100,112,1271,1803,27,1
2019,549300O6Z0I6KYMESL47,31460,CA,6039,6039000506,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,0,2,1,32,1,2,2,2,125000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,61,NA,9,9,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,1,5,3,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,6531,76.76,59100,112,1271,1803,27,4
2019,549300O6Z0I6KYMESL47,41500,CA,6053,6053010608,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,0,2,1,32,1,2,2,2,105000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,NA,1,3,3,5,1,NA,83,NA,9,9,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,3425,90.28,74100,86,223,407,29,5
2019,549300O6Z0I6KYMESL47,40140,CA,6065,6065045119,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,72,2,1,1,1,2,2,1,215000,72.88,5.625,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,295000,1,3,3,5,1,NA,NA,NA,3,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,2855,46.97,69700,115,800,1335,32,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037106010,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,0,2,1,1,1,2,2,2,575000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,NA,1,1,3,5,1,NA,144,NA,9,9,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,2991,82.92,73100,120,668,891,45,4
2019,549300O6Z0I6KYMESL47,31460,CA,6039,6039000507,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,0,2,1,1,1,2,2,2,145000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,1,2,2,NA,1,1,3,5,1,NA,57,NA,9,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,45-54,No,No,2,1,6,,,,,10,,,,11622,72.56,59100,111,1938,3051,25,4
2019,549300O6Z0I6KYMESL47,12540,CA,6029,6029000505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,0,2,1,32,1,2,2,2,245000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,425000,1,1,3,5,1,NA,96,47,2,10,2,,,,,5,,,,,2,4,2,26,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,4084,23.26,57900,190,1160,1329,28,2
2019,549300O6Z0I6KYMESL47,41740,CA,6073,6073013314,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,6,2,1,1,1,2,2,2,465000,79.99,5.625,NA,3,NA,7278.5,4652,581.5,NA,360,NA,84,2,2,2,2,585000,1,1,3,5,1,NA,149,36,3,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,17134,80.07,86300,129,3597,4874,10,1
2019,549300O6Z0I6KYMESL47,40140,CA,6065,6065041102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,0,2,1,1,1,2,2,2,285000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,NA,1,1,3,5,1,NA,120,NA,9,9,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,3909,83.96,69700,72,533,957,46,4
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037122200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,6,2,1,1,1,2,2,2,395000,75,5.75,NA,3,NA,11795,9750,NA,975,360,NA,84,2,2,2,2,525000,1,3,3,5,1,NA,203,42,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,4175,91.64,73100,91,434,931,62,1
2019,549300O6Z0I6KYMESL47,11244,CA,6059,6059074701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,0,2,1,32,1,2,2,2,315000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,83,NA,9,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,55-64,55-64,No,No,2,1,6,,,,,10,,,,8404,98.25,97900,51,901,1294,58,4
2019,549300O6Z0I6KYMESL47,0,CA,NA,NA,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,6,2,1,1,1,2,2,2,335000,65,5.75,NA,3,NA,5570,3380,422.5,NA,360,NA,84,2,2,2,2,525000,1,2,3,5,1,NA,77,42,9,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,0,0,0,0,0,0,0,1
2019,549300O6Z0I6KYMESL47,44700,CA,6077,6077003500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,6,2,1,1,1,2,2,2,295000,75,5.75,NA,3,NA,8607.5,7312.5,NA,731.25,360,NA,84,2,2,2,2,395000,1,3,3,5,1,NA,96,39,2,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,21382,75.98,71400,103,4523,6370,14,1
2019,549300O6Z0I6KYMESL47,41740,CA,6073,6073008324,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,0,2,1,1,1,2,2,2,615000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,NA,1,3,3,5,1,NA,286,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,6962,19.59,86300,205,2216,2583,40,4
2019,549300O6Z0I6KYMESL47,41884,CA,6075,6075031302,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,6,2,1,1,1,2,2,2,785000,69.91,5.375,NA,3,NA,9295,8000,NA,NA,360,NA,84,2,2,2,2,1155000,1,1,3,5,1,NA,199,37,2,9,2,,,,,2,,,,,2,2,2,22,,,,2,22,,,,2,2,1,2,2,2,25-34,55-64,No,No,2,1,6,,,,,10,,,,6376,87.22,133800,65,1272,1688,65,1
2019,549300O6Z0I6KYMESL47,41740,CA,6073,6073019806,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,0,2,1,32,1,2,2,2,405000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,322,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,12442,27.33,86300,120,3199,3866,25,4
2019,549300O6Z0I6KYMESL47,46700,CA,6095,6095252401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,0,2,2,32,1,2,2,2,345000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,0,NA,1,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,3,,,,4124,70.3,85700,76,609,1243,58,3
2019,549300O6Z0I6KYMESL47,11244,CA,6059,6059074701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,1,32,1,2,2,2,315000,61.96,4.5,NA,3,NA,8690,NA,1185,NA,360,NA,NA,2,2,2,2,515000,1,1,3,5,1,NA,82,36,9,2,1,14,,,,1,14,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,55-64,55-64,No,No,2,1,1,,,,,10,,,,8404,98.25,97900,51,901,1294,58,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037482503,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,6,2,1,32,1,2,2,2,105000,23.01,4.125,NA,3,NA,2650,2000,NA,759,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,26,38,1,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,1,,,,,10,,,,4081,99.24,73100,64,359,1106,60,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037406101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,9,2,1,32,1,2,2,1,355000,58.68,6.25,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,605000,1,3,3,5,2,NA,NA,NA,3,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,3551,77.53,73100,118,406,977,63,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037403901,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,71,2,2,1,1,2,2,2,575000,NA,4.75,NA,3,NA,15453.28,NA,1121.96,NA,360,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,115,50%-60%,9,2,2,,,,,2,,,,,2,2,2,,,,,2,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,1,,,,,10,,,,3437,65.26,73100,108,746,938,0,1
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037269800,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,0,2,1,32,1,2,2,2,825000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,NA,1,1,3,5,1,NA,222,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,2,1,6,,,,,10,,,,3293,51.11,73100,113,327,524,46,4
2019,549300O6Z0I6KYMESL47,0,CA,NA,NA,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,0,2,1,32,1,2,2,2,445000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,111,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,1,,,,,10,,,,0,0,0,0,0,0,0,5
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037302201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,9,2,1,1,1,2,2,1,395000,65,5.625,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,745000,1,3,3,5,1,NA,NA,NA,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,4086,24.89,73100,57,97,249,33,1
2019,549300O6Z0I6KYMESL47,0,CA,NA,NA,U,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,6,2,1,1,1,2,2,2,645000,80,5.625,NA,3,NA,10095,6400,2400,NA,360,NA,84,2,2,2,2,805000,1,1,3,5,1,NA,151,43,1,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,0,0,0,0,0,0,0,1
2019,549300O6Z0I6KYMESL47,41740,CA,6073,6073014300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,1,32,1,2,2,2,255000,53.4,5.75,NA,3,NA,7146.25,3885,971.25,NA,360,NA,84,2,2,2,2,485000,1,1,3,5,1,NA,65,38,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,4014,70.25,86300,74,604,1170,57,1
2019,549300O6Z0I6KYMESL47,42200,CA,6083,6083002305,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,1,32,1,2,2,2,245000,70,5.75,NA,3,NA,8603,6699,609,NA,360,NA,NA,2,2,2,2,345000,1,3,3,5,1,NA,67,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,7474,95.72,79300,51,771,1548,48,1
2019,549300O6Z0I6KYMESL47,31460,CA,6039,6039000507,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,0,2,1,1,1,2,2,1,145000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,1,2,2,NA,1,1,3,5,1,NA,NA,NA,9,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,45-54,No,No,2,1,6,,,,,10,,,,11622,72.56,59100,111,1938,3051,25,4
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037120103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,6,2,1,1,1,2,2,2,185000,80,5.625,NA,3,NA,5115,2700,225,NA,360,NA,84,2,2,2,2,235000,1,1,3,5,1,NA,65,36,3,9,2,,,,,2,,,,,2,2,2,26,,,,2,26,,,,2,2,2,1,2,2,<25,45-54,No,No,2,1,6,,,,,10,,,,3268,98.65,73100,33,63,70,43,1
2019,549300O6Z0I6KYMESL47,11244,CA,6059,6059088901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,6,2,1,32,1,2,2,2,305000,70,5.75,NA,3,NA,4073.75,2283.75,NA,NA,360,NA,84,2,1,2,2,435000,1,3,3,5,1,NA,546,20%-<30%,1,10,2,,,,,5,,,,,2,4,2,25,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,2,1,6,,,,,10,,,,6948,86.72,97900,57,870,1475,46,1
2019,549300O6Z0I6KYMESL47,40900,CA,6067,6067002100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,71,2,1,32,1,2,2,2,625000,69.93,5.375,NA,3,NA,13415,NA,1428.3,NA,360,NA,NA,2,2,2,2,885000,1,3,3,5,4,NA,95,49,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,2,1,1,,,,,10,,,,2582,63.01,84000,58,146,937,68,1
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071001312,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,2,1,1,1,2,2,2,365000,76.11,4.375,NA,3,NA,8225,NA,NA,1558.07,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,76,38,9,2,2,,,,,2,,,,,2,2,2,26,,,,2,26,,,,2,2,1,1,2,2,<25,25-34,No,No,2,1,1,,,,,10,,,,4919,86.14,69700,90,993,1313,32,1
2019,549300O6Z0I6KYMESL47,36084,CA,6001,6001430600,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,0,2,1,1,1,2,2,2,775000,74.78,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,1035000,1,1,3,5,1,NA,211,48,3,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,3,,,,5739,50.48,111700,130,1813,2095,52,3
2019,549300O6Z0I6KYMESL47,31084,CA,6037,6037408704,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,0,2,1,32,1,2,2,2,315000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,NA,1,3,3,5,1,NA,422,NA,9,9,2,,,,,5,,,,,2,4,2,26,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,3151,92.76,73100,100,542,722,47,4
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071005500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,6,2,1,1,1,2,2,2,205000,75,4.625,NA,3,NA,5258.19,NA,2716.31,NA,360,NA,NA,2,2,2,2,275000,1,3,3,5,2,NA,70,40,3,9,2,,,,,2,,,,,2,2,2,22,,,,2,22,,,,2,2,1,2,2,2,45-54,65-74,No,Yes,2,1,1,,,,,10,,,,8366,90.53,69700,26,398,1948,60,1
2019,549300O6Z0I6KYMESL47,36084,CA,6001,6001438300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,0,2,1,32,1,2,2,2,575000,70,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,825000,1,1,3,5,1,NA,112,>60%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,1,,,,4174,93.94,111700,73,614,905,0,3
2019,549300O6Z0I6KYMESL47,40140,CA,6071,6071009107,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,6,2,1,1,1,2,2,2,315000,80,5.625,NA,3,NA,7833,5109,1179,NA,180,NA,NA,2,2,2,2,395000,1,2,3,5,1,NA,99,47,2,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,6969,32.92,69700,83,1936,2999,29,1
2019,549300O6Z0I6KYMESL47,31460,CA,6039,6039000106,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,6,2,1,1,1,2,2,2,365000,65,5.75,NA,3,NA,6344.69,3672.5,1377.19,NA,360,NA,84,2,2,2,2,565000,1,2,3,5,1,NA,114,30%-<36%,9,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,5078,17.03,59100,122,1505,2046,23,1
2019,549300O6Z0I6KYMESL47,40900,CA,6067,6067007012,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,2,1,1,1,2,2,2,135000,90,5.375,NA,3,NA,3785,2790,NA,3138.75,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,71,20%-<30%,1,10,2,,,,,5,,,,,2,4,2,27,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,3265,63.49,84000,86,848,1161,34,1
2019,549300O6Z0I6KYMESL47,11244,CA,6059,6059075002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,71,2,1,1,1,2,2,2,315000,95,5.625,NA,3,NA,8951.25,NA,NA,2030.44,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,102,48,1,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,2,1,1,,,,,10,,,,8329,94.21,97900,36,326,775,42,1
2019,549300O6Z0I6KYMESL47,46700,CA,6095,6095252702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,9,2,1,1,1,2,2,1,245000,60,6.25,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,415000,1,3,3,5,1,NA,3,NA,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,6961,73.34,85700,112,1207,2156,27,1
2019,549300O6Z0I6KYMESL47,99999,CA,6009,6009000220,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,0,2,1,1,1,2,2,2,235000,75,6.125,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,163,<20%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,6022,28.46,64800,112,1783,2314,24,2
2019,549300O6Z0I6KYMESL47,11244,CA,6059,6059087802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,1,1,1,2,2,2,345000,80,5.625,NA,3,NA,9795,7225,1275,NA,360,NA,84,2,2,2,2,425000,1,1,3,5,1,NA,97,44,9,2,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,35-44,No,No,2,1,6,,,,,10,,,,7710,83.48,97900,63,1286,1530,42,1
